Number,Full Name,Google Scholar,Scopus,Subject
30364,Поплавська Світлана Олександрівна,0,-,технічні науки - Food Science & Technology
30365,Попов Володимир Петрович,0,-,медицина - Pediatric Medicine
30366,Попов Георгій Анатолійович,0,-,технічні науки - Civil Engineering
30367,Попов Леонід Петрович,0,-,технічні науки - Food Science & Technology
30368,Попов Максим Володимирович,0,-,медицина - Dentistry
30369,Попов Олександр Євгенійович,0,-,інформатика - Databases & Information Systems
30370,Попова Анжела Миколаївна,0,-,економіка - International Business
30371,Попова (Ященко) Оксана Павлівна,0,-,суспільні науки - Epistemology & Scientific History
30372,Попович Микола Михайлович,0,-,технічні науки - Civil Engineering
30373,Попович Олександр Орестович,0,-,гуманітарні науки - Literature & Writing
30374,Попович Сергій Іванович,0,-,педагогіка - Physical Education & Sports Medicine
30375,Поповська Ганна Валеріївна,0,-,педагогіка - Education
30376,Порватова Надія Михайлівна,0,-,економіка - Economics
30377,Порохняк Надія Валеріївна,0,-,економіка - Economics
30378,Портна Катерина Павлівна,0,-,медицина - Medicinal Chemistry
30379,Постоловська Тетяна Дмитрівна,0,-,медицина - Obstetrics & Gynecology
30380,Потамошнєва Олена Миколаївна,0,-,педагогіка - Special Education
30381,Потапенко Галина Сергіївна,0,-,педагогіка - Education
30382,Потапенко Світлана Миколаївна,0,-,педагогіка - Foreign Language Learning
30383,Потапенко Сергій Валерійович,0,-,медицина - Pediatric Medicine
30384,Потапов Олексій Миколайович,0,-,суспільні науки - History
30385,Потапова Марина Юріївна,0,-,економіка - Accounting & Taxation
30386,Потапова Олена Богданівна,0,-,суспільні науки - History
30387,Потішний Ігор Мирославович,0,-,медицина - Natural Medicines & Medicinal Plants
30388,Потіщук Ольга Олегівна,0,-,суспільні науки - Epistemology & Scientific History
30389,Похилько Леїна Костянтинівна,0,-,технічні науки - Mechanical Engineering
30390,Починок Євгенія Анатоліївна,0,-,педагогіка - Special Education
30391,Почтар Вікторія Миколаївна,0,-,медицина - Dentistry
30392,Почуєва Валентина Вікторівна,0,-,педагогіка - Foreign Language Learning
30393,Правило Валерій Володимирович,0,-,інформатика - Computer Networks & Wireless Communication
30394,Празднікова Тетяна Миколаївна,0,-,технічні науки - Mining & Mineral Resources
30395,Превар Анатолій Петрович,0,-,медицина - Surgery
30396,Предоляк Мирослава Олександрівна,0,-,аграрні науки - Soil Sciences
30397,Привалов Юрій Олексійович,0,-,суспільні науки - Sociology
30398,Пригода Лілія Борисівна,0,-,педагогіка - Music & Musicology
30399,Прижкова Ольга Юріївна,0,-,економіка - Economics
30400,Приймак Каріна Сергіївна,0,-,педагогіка - Educational Technology
30401,Приймачук Олег Віталійович,0,-,інформатика - Automation & Control Theory
30402,Прийменко Лариса Олександрівна,0,-,педагогіка - Physical Education & Sports Medicine
30403,Приймич Василь Іванович,0,-,аграрні науки - Animal Husbandry
30404,Примак Олена Іванівна,0,-,суспільні науки - History
30405,Приміч Денис Володимирович,0,-,суспільні науки - Law
30406,Пристай Галина Василівна,0,-,гуманітарні науки - Language & Linguistics
30407,Присяжнюк Вадим Володимирович,0,-,медицина - Rehabilitation Therapy
30408,Присяжнюк Василь Якович,0,-,аграрні науки - Veterinary Medicine
30409,Присяжнюк Лариса Михайлівна,0,-,аграрні науки - Agronomy & Crop Science
30410,Притулик Наталія Валеріївна,0,-,педагогіка - Education
30411,Притуляк Ярополк Григорович,0,-,інформатика - Signal Processing
30412,Притуляк-Казмірук Юлія Борисівна,0,-,педагогіка - Foreign Language Learning
30413,Приходько Оксана Володимирівна,0,-,фізика та математика - Physics & Mathematics
30414,Приходько Тамара Володимирівна,0,-,економіка - Economics
30415,Приходько Тамара Володимирівна,0,-,економіка - Economics
30416,Пришляк Катерина Мирославівна,0,-,економіка - Economics
30417,Пришляк Марія Володимирівна,0,-,гуманітарні науки - Language & Linguistics
30418,Прібиткова Наталія Олександрівна,0,-,суспільні науки - Criminology| Criminal Law & Policing
30419,Пріцак Віта Володимирівна,0,-,аграрні науки - Veterinary Medicine
30420,Проказюк Ольга Володимирівна,0,-,економіка - Finance
30421,Прокопенко Микола Вікторович,0,-,економіка - Economics
30422,Прокопенко Олена Михайлівна,0,-,технічні науки - Ecology
30423,Прокопенков Володимир Пилипович,0,-,інформатика - Software Systems
30424,Прокопович Наталія Юріївна,0,-,педагогіка - Education
30425,Прокопук Мар’яна Сергіївна,0,-,науки про життя - Biodiversity & Conservation Biology
30426,Прокоф’єв Євгеній Геннадійович,0,-,педагогіка - -
30427,Протопопова Яна Сергіївна,0,-,суспільні науки - Law
30428,Проха Людмила Миколаївна,0,-,економіка - Ecology
30429,Прохватілов Сергій Григорович,0,-,інформатика - Automation & Control Theory
30430,Прохорчук Олександр Михайлович,0,-,педагогіка - Education
30431,Процай Валерій Федорович,0,-,педагогіка - Education
30432,Проценко Микола Вікторович,0,-,суспільні науки - Forensic Science
30433,Проценко Наталія Миколаївна,0,-,економіка - Economics
30434,Проценко Ольга Сергіївна,0,-,медицина - Public Health
30435,Процепко Олександр Олексійович,0,-,медицина - Gynecology & Obstetrics
30436,Процик Ганна Михайлівна,0,-,гуманітарні науки - Language & Linguistics
30437,Проць Мар’яна Зеновіївна,0,-,гуманітарні науки - Foreign Language Learning
30438,Процюк Людмила Олександрівна,0,-,медицина - Rheumatology
30439,Прудка Оксана Анатоліївна,0,-,аграрні науки - Biophysics
30440,Прус Наталія Олексіївна,0,-,гуманітарні науки - Education
30441,Прядко Любов Олексіївна,0,-,педагогіка - Special Education
30442,Прядченко Віталіна Ігорівна,0,-,аграрні науки - Veterinary Medicine
30443,Пряницька Валентина Борисівна,0,-,педагогіка - Foreign Language Learning
30444,Пташенчук Оксана Олексіївна,0,-,науки про життя - Physiology
30445,Пуга Оксана Олексіївна,0,-,гуманітарні науки - Foreign Language Learning
30446,Пугановський Олег Валентинович,0,-,інформатика - Automation & Control Theory
30447,Пугач Вікторія Олександрівна,0,-,суспільні науки - Law
30448,Пугач Марина Миколаївна,0,-,медицина - Pediatric Medicine
30449,Пуди Анатолій Юхимович,0,-,педагогіка - Education
30450,Пужай Галина Вікторівна,0,-,гуманітарні науки - Music & Musicology
30451,Пузанова Тетяна Анатоліївна,0,-,суспільні науки - Law
30452,Пукало Данило Леонович,0,-,аграрні науки - Agronomy & Crop Science
30453,Пукаляк Марта Віталіївна,0,-,гуманітарні науки - Foreign Language Learning
30454,Пульпінський Володимир Борисович,0,-,технічні науки - Power Engineering
30455,Пурцхванідзе Ольга Вахтангівна,0,-,суспільні науки - Philosophy
30456,Пустовий Віталій Ігорович,0,-,науки про життя - Biochemistry
30457,Пустовіт Сергій Віталійович,0,-,хімія - Molecular Modeling
30458,Пучко Юлія Леонідівна,0,-,гуманітарні науки - Language & Linguistics
30459,Пушка Олександр Сергійович,0,-,технічні науки - Mechanical Engineering
30460,Пчелянська Гаїна Борисівна,0,-,педагогіка - Educational Technology
30461,Пшелуцький Франц Францевич,0,-,медицина - Nephrology
30462,Пшиннік Олександр Володимирович,0,-,суспільні науки - Law
30463,Пятак Наталія Миколаївна,0,-,педагогіка - Education
30464,Пятіна Валентина Анатоліївна,0,-,економіка - Economics
30465,Пятничук Тетяна Володимирівна,0,-,педагогіка - Special Education
30466,Пятничук Тетяна Володимирівна,0,-,педагогіка - Special Education
30467,П’янківська Людмила Володимирівна,0,-,медицина - Psychology
30468,П’ясківський Володимир Марцинович,0,-,аграрні науки - Food Science & Technology
30469,П’ятночка Володимир Іванович,0,-,медицина - Surgery
30470,Рабер Лев Матвійович,0,-,технічні науки - Mechanical Engineering
30471,Рабій Андрій Вікторович,0,-,педагогіка - Special Education
30472,Раденко Юлія Володимирівна,0,-,гуманітарні науки - Film
30473,Радер Роман Ілліч,0,-,інформатика - Databases & Information Systems
30474,Радзівілл Вікторія Юріївна,0,-,економіка - Economics
30475,Радинський Сергій Віталійович,0,-,економіка - Finance
30476,Радомська Алла Михайлівна,0,-,педагогіка - Visual Arts
30477,Радух Надія Богданівна,0,-,економіка - Finance
30478,Радченко Валерій Вікторович,0,-,педагогіка - Probability & Statistics with Applications
30479,Радченко Олена Іванівна,0,-,педагогіка - Foreign Language Learning
30480,Радченко Юлія Олександрівна,0,-,медицина - Ophthalmology & Optometry
30481,Радчук Ольга Вячеславівна,0,-,педагогіка - Language & Linguistics
30482,Радько Ольга Василівна,0,-,педагогіка - Psychology
30483,Разлівінських Юрій Олександрович,0,-,педагогіка - Special Education
30484,Разуменко Ірина Василівна,0,-,гуманітарні науки - Literature & Writing
30485,Разуменко Тетяна Олегівна,0,-,педагогіка - Education
30486,Райлян Олег Георгійович,0,-,економіка - Economics
30487,Райчук Марина Іванівна,0,-,педагогіка - Special Education
30488,Рак Наталія Володимирівна,0,-,педагогіка - Foreign Language Learning
30489,Рак Юлія Миколаївна,0,-,технічні науки - Ecology
30490,Распопов Євгеній Іванович,0,-,суспільні науки - Philosophy
30491,Ратушняк Ігор Іванович,0,-,суспільні науки - History
30492,Рафальська Любов Павлівна,0,-,аграрні науки - Forests & Forestry
30493,Ребченко Ольга Сергіївна,0,-,педагогіка - Foreign Language Learning
30494,Рева Яна Григорівна,0,-,педагогіка - Drama & Theater Arts
30495,Ревенко Неля Гордіївна,0,-,суспільні науки - Political Science
30496,Ревук Юрій Олексійович,0,-,педагогіка - Literature & Writing
30497,Ревякін Олександр Сергійович,0,-,економіка - -
30498,Редзюк Ірина Вячеславівна,0,-,педагогіка - Foreign Language Learning
30499,Редчіц Микола Анатолійович,0,-,медицина - Public Health
30500,Редчук Костянтин Сергійович,0,-,педагогіка - -
30501,Резніченко Ольга Олександрівна,0,-,економіка - Economics
30502,Рекун Наталія Михайлівна,0,-,гуманітарні науки - Language & Linguistics
30503,Рекун Тетяна Олександрівна,0,-,медицина - Physiology
30504,Рембецька Ольга Віталіївна,0,-,суспільні науки - Communication
30505,Ремезова Наталія Миколаївна,0,-,гуманітарні науки - Music & Musicology
30506,Ременюк Світлана Олександрівна,0,-,аграрні науки - Agronomy & Crop Science
30507,Ремінецький Борис Ярославович,0,-,медицина - Physiology
30508,Ремньова Аанастасія Михайлівна,0,-,гуманітарні науки - Language & Linguistics
30509,Ренке Тетяна Леонідівна,0,-,гуманітарні науки - Literature & Writing
30510,Рехліцька Алла Євгенівна,0,-,гуманітарні науки - Drama & Theater Arts
30511,Решетило Олександр Іванович,0,-,аграрні науки - Veterinary Medicine
30512,Решетник Марія Миколаївна,0,-,науки про Землю - Environmental Sciences
30513,Решетніков Юрій Михайлович,0,-,економіка - Finance
30514,Решетняк Надія Вікторівна,0,-,науки про життя - Biotechnology
30515,Решетняк Наталя Борисівна,0,-,економіка - Economics
30516,Решотько Леонід Миколайович,0,-,аграрні науки - Virology
30517,Рєзнік Віта Григорівна,0,-,гуманітарні науки - Language & Linguistics
30518,Рибак Тетяна Миколаївна,0,-,педагогіка - Foreign Language Learning
30519,Рибалка Тамара Юріївна,0,-,медицина - Nursing
30520,Рибалов Борис Олександрович,0,-,інформатика - Computer Networks & Wireless Communication
30521,Рибальченко Василь Федорович,0,-,медицина - Surgery
30522,Рибальченко Марія Олександрівна,0,-,інформатика - Automation & Control Theory
30523,Рибальченко Сергій Вікторович,0,-,медицина - Neurosurgery
30524,Рибас Тимур Флоріандович,0,-,педагогіка - -
30525,Рибаченко Лілія Ігорівна,0,-,науки про життя - Physiology
30526,Рибченко Дмитро Вікторович,0,-,суспільні науки - Library & Information Science
30527,Ридзель Юрій Миколайович,0,-,педагогіка - Physical Education & Sports Medicine
30528,Рижих Олена Петрівна,0,-,суспільні науки - Library & Information Science
30529,Рижкова Тетяна Юріївна,0,-,фізика та математика - Biophysics
30530,Римар Ольга Григорівна,0,-,економіка - Economics
30531,Римар Сергій Петрович,0,-,суспільні науки - Philosophy
30532,Рисинець Тетяна Петрівна,0,-,медицина - Psychology
30533,Різник Олег Яремович,0,1,інформатика - Signal Processing
30534,Різник Ольга Іванівна,0,-,медицина - Public Health
30535,Різниченко Альона Вячеславівна,0,-,педагогіка - Foreign Language Learning
30536,Робу Наталя Володимирівна,0,-,гуманітарні науки - Language & Linguistics
30537,Рог Вікторія Євгенівна,0,-,інформатика - -
30538,Рогов Вячеслав Георгійович,0,-,економіка - Finance
30539,Рогова Ольга Володимирівна,0,-,педагогіка - Education
30540,Роговець Олена Володимирівна,0,-,педагогіка - Education
30541,Роговська-Іщук Ірина Володимирівна,0,-,економіка - Economics
30542,Рогожа Марія Миколаївна,0,-,суспільні науки - History
30543,Рогуля Андрій Степанович,0,-,науки про життя - Zoology
30544,Родний Олег Володимирович,0,-,суспільні науки - Philosophy
30545,Роєнко Світлана Олександрівна,0,-,педагогіка - Education
30546,Роженко Зінаїда Михайлівна,0,-,інформатика - Computer Graphics
30547,Рожков Юрій Григорович,0,-,гуманітарні науки - Language & Linguistics
30548,Рожкова Ірина Георгіївна,0,-,гуманітарні науки - Language & Linguistics
30549,Рожкова Тетяна Андріївна,0,-,педагогіка - Physical Education & Sports Medicine
30550,Розгон Ірина Юріївна,0,-,педагогіка - Foreign Language Learning
30551,Роздолянська Олена Григорівна,0,-,гуманітарні науки - Foreign Language Learning
30552,Рокіцький Олександр Михайлович,0,-,фізика та математика - Epistemology & Scientific History
30553,Роман Лілія Анатоліївна,0,-,гуманітарні науки - Literature & Writing
30554,Роман Наталя Михайлівна,0,-,педагогіка - Education
30555,Романенко Олександр Іванович,0,-,медицина - Physical Education & Sports Medicine
30556,Романишина Тетяна Олександрівна,0,-,аграрні науки - Veterinary Medicine
30557,Романова Наталія Сергіївна,0,-,технічні науки - Materials Engineering
30558,Романова Тетяна Олександрівна,0,-,гуманітарні науки - Language & Linguistics
30559,Романович Людмила Вікторівна,0,-,аграрні науки - Veterinary Medicine
30560,Романович Микола Миколайович,0,-,аграрні науки - Veterinary Medicine
30561,Романовський Ігор Георгійович,0,-,економіка - Economics
30562,Романуха Дмитро Миколайович,0,-,медицина - Neurosurgery
30563,Романцова Наталя Іванівна,0,-,суспільні науки - History
30564,Романченко Максим Ігорович,0,-,медицина - Cardiology
30565,Романь Анатолій Михайлович,0,-,науки про життя - Marine Sciences & Fisheries
30566,Романюк Ігор Романович,0,-,аграрні науки - Marine Sciences & Fisheries
30567,Романюк Сергій Григорович,0,-,гуманітарні науки - Language & Linguistics
30568,Росолянка Наталія Ярославівна,0,-,педагогіка - Physical Education & Sports Medicine
30569,Ротова Світлана Олексіївна,0,-,медицина - Urology & Nephrology
30570,Рубан Олена Олександрівна,0,-,суспільні науки - Law
30571,Рубаненко Олександр Євгенійович,0,-,інформатика - Power Engineering
30572,Рубець Андрій Вікторович,0,-,технічні науки - Transportation
30573,Рубіна Оксана Семенівна,0,-,медицина - Pediatric Medicine
30574,Рубцов Ігор Олександрович,0,-,аграрні науки - Animal Husbandry
30575,Рубцова Вікторія Вікторівна,0,-,гуманітарні науки - Foreign Language Learning
30576,Рудавка Станіслав Іванович,0,-,економіка - Economics
30577,Рудай (Горденко) Анна Сергіївна,0,-,суспільні науки - Psychology
30578,Руденко Анна Миколаївна,0,-,педагогіка - Physical Education & Sports Medicine
30579,Руденко Вікторія Сергіївна,0,-,педагогіка - Physical Education & Sports Medicine
30580,Руденко Ганна Олександрівна,0,-,педагогіка - Education
30581,Руденко Катерина Миколаївна,0,-,медицина - Physiology
30582,Руденко Микола Вікторович,0,-,економіка - Finance
30583,Руденко Надія Миколаївна,0,-,медицина - Heart & Thoracic Surgery
30584,Рудешко Євгенія Василівна,0,-,педагогіка - Foreign Language Learning
30585,Рудєва Анна Сергіївна,0,-,економіка - Transportation
30586,Рудковська Тетяна Ігорівна,0,-,педагогіка - Physical Education & Sports Medicine
30587,Руднєва Світлана Іванівна,0,-,хімія - Chemical Kinetics & Catalysis
30588,Рудницька Катерина Миколаївна,0,-,педагогіка - Foreign Language Learning
30589,Рудницька Ольга Петрівна,0,-,медицина - Public Health
30590,Рудь Віктор Олексійович,0,-,медицина - Gynecology & Obstetrics
30591,Рузметов Андрій Русланович,0,-,технічні науки - Mechanical Engineering
30592,Румянцев Олексій Олексійович,0,-,технічні науки - Power Engineering
30593,Румянцева Анжеліка Євгенівна,0,-,суспільні науки - History
30594,Русакова Анастасія Олегівна,0,-,економіка - Emergency Management
30595,Русакова Світлана Михайлівна,0,-,суспільні науки - Social Psychology
30596,Русанова Любов Іванівна,0,-,педагогіка - Foreign Language Learning
30597,Русинко Моріка Костянтинівна,0,-,економіка - Economics
30598,Руснак Ілона Тарасівна,0,-,медицина - Cardiology
30599,Руснак Олександр Валерійович,0,-,суспільні науки - History
30600,Руських Ірина Валеріївна,0,-,гуманітарні науки - Literature & Writing
30601,Руцька Ірина Анатоліївна,0,-,медицина - Physiology
30603,Ручко (Дякова) Олена Валеріївна,0,-,суспільні науки - Political Science
30604,Рябенко Леся Михайлівна,0,-,економіка - Strategic Management
30605,Рябова Ірина Борисівна,0,-,технічні науки - Manufacturing & Machinery
30606,Рябухо Олена Миколаївна,0,-,фізика та математика - -
30607,Рябченко Евеліна Василівна,0,-,суспільні науки - Political Science
30608,Сабадир Галина Іванівна,0,-,гуманітарні науки - Language & Linguistics
30609,Саввін Олександр Віталійович,0,-,технічні науки - Ecology
30610,Савега Валентин Сергійович,0,-,технічні науки - Metallurgy
30611,Савеко Михайло Єгорович,0,-,суспільні науки - Public Policy & Administration
30612,Савенко Ігор Іванович,0,-,економіка - Marketing
30613,Савенков Володимир Андрійович,0,-,педагогіка - Physical Education & Sports Medicine
30614,Савенкова Олена Олександрівна,0,-,гуманітарні науки - Foreign Language Learning
30615,Савицька Олена Олександрівна,0,-,медицина - Pulmonology
30616,Савицький Юрій Віталійович,0,-,технічні науки - Mechanical Engineering
30617,Савич Альона Олександрівна,0,-,медицина - Pharmacology & Pharmacy
30618,Савич Анжеліка Вікторівна,0,-,суспільні науки - Ecology
30619,Савінов Олексій Валерійович,0,-,педагогіка - Physical Education & Sports Medicine
30620,Савінюк Оксана Миколаївна,0,-,технічні науки - Food Science & Technology
30621,Савіцька Юлія Володимирівна,0,-,медицина - Cardiology
30622,Савка Світлана Дмитрівна,0,-,медицина - Psychiatry
30623,Савко Олександр Ярославович,0,-,економіка - Economics
30624,Саволайнен Оксана Володимирівна,0,-,педагогіка - Physical Education & Sports Medicine
30625,Савочкіна Марія Володимирівна,0,-,медицина - Physiology
30626,Савранчук Лариса Арефіївна,0,-,економіка - Tourism & Hospitality
30627,Саврун Тетяна Ігорівна,0,-,медицина - Pediatric Medicine
30628,Савченко Аріна Сергіївна,0,-,суспільні науки - Law
30629,Савченко Людмила Григорівна,0,-,аграрні науки - Environmental & Occupational
30630,Савченко Оксана Михайлівна,0,-,гуманітарні науки - Literature & Writing
30631,Савченко Сергій Евгенович,0,-,медицина - Gynecology & Obstetrics
30632,Савчин Тетяна Олександрівна,0,-,гуманітарні науки - Literature & Writing
30633,Савчук Володимир Андрійович,0,-,гуманітарні науки - Literature & Writing
30634,Савчук Зоряна Степанівна,0,-,педагогіка - Educational Psychology & Counseling
30635,Савчук Іван Миколайович,0,-,аграрні науки - Ecology
30636,Савчук Любов Сергіївна,0,-,суспільні науки - Political Science
30637,Савчук Наталія Вікторівна,0,-,економіка - Economics
30638,Савчук Роман Вячеславович,0,-,інформатика - Operations Research
30639,Савьолова Ельвіра Вікторівна,0,-,технічні науки - Power Engineering
30640,Сагайдак Сергій Миколайович,0,-,педагогіка - Physical Education & Sports Medicine
30641,Садикова Яна Михайлівна,0,-,суспільні науки - Law
30642,Садовська Ірина Юріївна,0,-,педагогіка - Physical Education & Sports Medicine
30643,Садула Любомира Миколаївна,0,-,економіка - International Business
30644,Саєнко Андрій Вікторович,0,-,медицина - Pharmacology & Pharmacy
30645,Саєнко Тетяна Валентинівна,0,-,гуманітарні науки - Visual Arts
30646,Сазанова Лариса Сергіївна,0,-,педагогіка - Foreign Language Learning
30647,Сазанович Лариса Вікторівна,0,-,гуманітарні науки - English Language & Literature
30648,Сазонов Олег Григорович,0,-,суспільні науки - Law
30649,Сазонова Наталія Анатоліївна,0,-,економіка - Economics
30650,Сай Ірина Василівна,0,-,гуманітарні науки - English Language & Literature
30651,Сайко Марія Миколаївна,0,-,педагогіка - Foreign Language Learning
30652,Сакалов Вадим Володимирович,0,-,медицина - Heart & Thoracic Surgery
30653,Салига Ірина Олександрівна,0,-,суспільні науки - Philosophy
30654,Салій Анатолій Григорович,0,-,суспільні науки - Military Studies
30655,Салманов Олексій Валерійович,0,-,суспільні науки - Criminology| Criminal Law & Policing
30656,Сало Лариса Віталіївна,0,-,аграрні науки - Agronomy & Crop Science
30657,Сальникова Тетяна Валеріївна,0,-,економіка - Finance
30658,Салямон Віталій Петрович,0,-,економіка - Economics
30659,Самборська Інга Анатоліївна,0,-,медицина - Physiology
30660,Самкова Олеся Миколаївна,0,-,суспільні науки - Psychology
30661,Самойленко Анна Тимофіївна,0,-,інформатика - Computing Systems
30662,Самойленко Микола Олександрович,0,-,аграрні науки - Agronomy & Crop Science
30663,Самойленко Олександра Вікторівна,0,-,економіка - Transportation
30664,Самойленко Сергій Іванович,0,-,науки про життя - Biotechnology
30665,Самойленко Тетяна Галеївна,0,-,науки про життя - Physiology
30666,Самойленко Тетяна Григорівна,0,-,економіка - Development Economics
30667,Самойленко Юлія Сергіївна,0,-,науки про життя - Physiology
30668,Самохвалова Анна Володимирівна,0,-,гуманітарні науки - Language & Linguistics
30669,Самохвалова Анна Ігорівна,0,-,технічні науки - Ecology
30670,Самохіна Євгенія Анатоліївна,0,-,аграрні науки - Birds
30671,Самошкіна Ірина Дмитрівна,0,-,економіка - Economics
30672,Сандецька Надія Василівна,0,-,науки про життя - Physiology
30673,Санівський Олександр Михайлович,0,-,педагогіка - Education
30674,Саніна Наталія Петрівна,0,-,медицина - Pathology
30675,Сапегін Ведеслав Ігорович,0,-,медицина - Pharmacology & Pharmacy
30676,Сапельняк Тетяна Іванівна,0,-,суспільні науки - History
30677,Сапогов Володимир Анатолійович,0,-,педагогіка - Education
30678,Сапогов Микита Володимирович,0,-,педагогіка - Education
30679,Саранчук Вячеслав Васильович,0,-,медицина - Gynecology & Obstetrics
30680,Саржевський Андрій Сергійович,0,-,медицина - Ophthalmology & Optometry
30681,Саулін Павло Ігорович,0,-,аграрні науки - Veterinary Medicine
30682,Сауляк Сергій Валентинович,0,-,технічні науки - Ocean & Marine Engineering
30683,Саурова Тетяна Асадівна,0,-,інформатика - Microelectronics & Electronic Packaging
30684,Саух Олександр Миколайович,0,-,педагогіка - Special Education
30685,Сафіулліна Лариса Миколаївна,0,-,педагогіка - Foreign Language Learning
30686,Саханда Владислав Володимирович,0,-,економіка - Finance
30687,Сахарова Зінаїда Миколаївна,0,-,економіка - Environmental & Occupational
30688,Сахневич Юлія Юріївна,0,-,гуманітарні науки - Ethnic & Cultural Studies
30689,Сахно Андрій Миколайович,0,-,інформатика - Signal Processing
30690,Сахно Тетяна Костянтинівна,0,-,медицина - Radiology & Medical Imaging
30691,Сацький Павло Вікторович,0,-,суспільні науки - History
30692,Сачанова Юлія Іванівна,0,-,хімія - Electrochemistry
30693,Свердленко Олена Анатоліївна,0,-,гуманітарні науки - Language & Linguistics
30694,Свєтлакова Марія Андріївна,0,-,суспільні науки - Political Science
30695,Свєчніков Георгій Сергійович,0,-,інформатика - Microelectronics & Electronic Packaging
30696,Свинарчук Олена Володимирівна,0,-,аграрні науки - Agronomy & Crop Science
30697,Свириденко Олександр Миколайович,0,-,педагогіка - Educational Technology
30698,Свиридюк Ольга Володимирівна,0,-,педагогіка - Education
30699,Свисюк Олена Вікторівна,0,-,педагогіка - Foreign Language Learning
30700,Свінарьов Юрій Миколайович,0,-,технічні науки - Mechanical Engineering
30701,Свінціцька Світлана Миколаївна,0,-,педагогіка - Physical Education & Sports Medicine
30702,Свірчевська Оксана Валентинівна,0,-,аграрні науки - Biochemistry
30703,Свістельник Сергій Сергійович,0,-,інформатика - Automation & Control Theory
30704,Світлична Галина Олександрівна,0,-,суспільні науки - Law
30705,Севастьяненко Олена Володимирівна,0,-,суспільні науки - Law
30706,Севастьянів Уляна Петрівна,0,-,суспільні науки - Religion
30707,Северін Василь Віталійович,0,-,інформатика - Radar| Positioning & Navigation
30708,Сегай Олександр Михайлович,0,-,технічні науки - Water Supply & Treatment
30709,Сегеда Юлія Сергіївна,0,-,медицина - Rheumatology
30710,Селіванова Анна Віталіївна,0,-,інформатика - Databases & Information Systems
30711,Селін Олександр Миколайович,0,-,інформатика - Software Systems
30712,Селуянова Марина Володимирівна,0,-,педагогіка - Education
30713,Сельський Володимир Романович,0,-,технічні науки - Food Science & Technology
30714,Семененко Ігор Феофанович,0,-,медицина - Pharmacology & Pharmacy
30715,Семененко Оксана Миколаївна,0,-,медицина - Pharmacology & Pharmacy
30716,Семененко Святослав Ігорович,0,-,медицина - Pharmacology & Pharmacy
30717,Семененко (Кошуба) Катерина Михайлівна,0,-,медицина - Psychiatry
30718,Семенихіна Вікторія Вікторівна,0,-,економіка - Sustainable Development
30719,Семенишин Галина Мирославівна,0,-,технічні науки - Mathematical Optimization
30720,Семеніченко Віктор Георгійович,0,-,педагогіка - Education
30721,Семенов Володимир Георгійович,0,-,суспільні науки - Philosophy
30722,Семенова Ірина Олегівна,0,-,технічні науки - Materials Engineering
30723,Семенова Ірина Олександрівна,0,-,медицина - Child & Adolescent Psychology
30724,Семенченко Олена Леонідівна,0,-,аграрні науки - Agronomy & Crop Science
30725,Семенченко Тамара Олександрівна,0,-,педагогіка - Special Education
30726,Семенчук Тамара Василівна,0,-,медицина - Pediatric Medicine
30727,Семенюк Віктор Семенович,0,-,економіка - Economics
30728,Семенюк Петро Вячеславович,0,-,суспільні науки - Environmental & Occupational
30729,Семенюк Юлія Сергіївна,0,-,науки про життя - Botany
30730,Семенюшко Алла Антонівна,0,-,аграрні науки - Agronomy & Crop Science
30731,Семідоцька Вікторія Анатоліївна,0,-,педагогіка - Foreign Language Learning
30732,Семіног Віктор Іванович,0,-,медицина - Gerontology & Geriatric Medicine
30733,Семіренко Віталій Васильович,0,-,економіка - Economics
30734,Семко Майя Іванівна,0,-,педагогіка - Education
30735,Семчук Ірина Ярославівна,0,-,аграрні науки - Animal Husbandry
30736,Семяннікова Наталя Леонівна,0,-,педагогіка - Education
30737,Сениця Михайло Михайлович,0,-,педагогіка - Physical Education & Sports Medicine
30738,Сенчій Василь Миколайович,0,-,медицина - Pathology
30739,Сенюк Богдана Петрівна,0,-,медицина - Gastroenterology & Hepatology
30740,Серажим Юліан Віталійович,0,-,економіка - Finance
30741,Сербенюк Віктор Олексійович,0,-,аграрні науки - Agronomy & Crop Science
30742,Сербінова Христина Олександрівна,0,-,педагогіка - Education
30743,Сергеєв Сергій Валерійович,0,-,медицина - Pharmacology & Pharmacy
30744,Сергеєв Сергій Сергійович,0,-,технічні науки - Mining & Mineral Resources
30745,Сергєєв Віктор Миколайович,0,-,педагогіка - Education
30746,Сергєєва Ірина Сергіївна,0,-,гуманітарні науки - Literature & Writing
30747,Сергєєва Лідія Миколаївна,0,-,фізика та математика - Mathematical Analysis
30748,Сергийчук Олена Віталіївна,0,-,медицина - Anesthesiology
30749,Сергієнко Анастасія Вікторівна,0,-,педагогіка - Higher Education
30750,Сергієнко Володимир Вікторович,0,-,суспільні науки - Physical Education & Sports Medicine
30751,Сергієнко Лариса Василівна,0,-,економіка - Sustainable Development
30752,Сергієнко Людмила Іванівна,0,-,медицина - Clinical Laboratory Science
30753,Сергійчук Любов Володимирівна,0,-,педагогіка - Language & Linguistics
30754,Сергіна Світлана Володимирівна,0,-,педагогіка - Foreign Language Learning
30755,Сердюк Антон Вячеславович,0,-,суспільні науки - Criminology| Criminal Law & Policing
30756,Сердюк Ольга Іванівна,0,-,економіка - Human Resources & Organizations
